Username,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Risk,Loyalty_Segment,Risk_Code,Loyalty_Code
Cocainomane,26,2,600,2,2,2,222,6,Green,Casual Players,1,0
Cocco,28,1,115,2,1,2,212,5,Green,Casual Players,1,0
CoinHunter,10,1,200,3,1,2,312,6,Green,Casual Players,1,0
CoinMaker,16,16,567,2,4,2,242,8,Green,Casual Players,1,0
Cola,33,1,12,1,1,1,111,3,Green,Casual Players,1,0
Coloflower,19,1,1000,2,1,3,213,6,Green,Casual Players,1,0
Colombian,32,2,550000,1,2,4,124,7,Green,Casual Players,1,0
CominUp,25,8,835,2,3,2,232,7,Green,Casual Players,1,0
Con,16,5,4300,2,3,3,233,8,Amber,Casual Players,2,0
Concretepete,30,15,5700,1,4,4,144,9,Red,Casual Players,3,0
CoolDad,27,1,4100,2,1,3,213,6,Green,Casual Players,1,0
CoolDadTimes19,33,2,10207,1,2,4,124,7,Green,Casual Players,1,0
Cool_Man_Chris,3,1,100,4,1,1,411,6,Green,New,1,1
CoolestMom,36,16,870,1,4,2,142,7,Green,Casual Players,1,0
CooolWolf,28,1,8,2,1,1,211,4,Green,Casual Players,1,0
CopetownKid,7,1,2,3,1,1,311,5,Green,Casual Players,1,0
Corley,24,1,10000,2,1,4,214,7,Green,Casual Players,1,0
Corpse,34,1,1000,1,1,3,113,5,Green,Casual Players,1,0
CotataFish,39,2,6000,1,2,4,124,7,Green,Casual Players,1,0
CottonPker,1,11,1658,4,4,3,443,11,Green,Loyal Customers,1,2
CowFawker,3,1,100,4,1,1,411,6,Green,New,1,1
Cpete1210,19,3,229,2,2,2,222,6,Green,Casual Players,1,0
Cpnservative,27,3,65,2,2,1,221,5,Green,Casual Players,1,0
CptObvious1,6,5,2433,3,3,3,333,9,Amber,Casual Players,2,0
CrYus,3,4,19110,4,3,4,434,11,Green,Casual Players,1,0
CraftMoneyMF,32,1,20712,1,1,4,114,6,Green,Casual Players,1,0
Crawleymatt,3,2,2,4,2,1,421,7,Green,New,1,1
CrazyLips,2,26,2323,4,4,3,443,11,Green,Loyal Customers,1,2
Cre3p3rman2,16,1,20,2,1,1,211,4,Green,Casual Players,1,0
CreateMoney,34,13,19258,1,4,4,144,9,Red,Casual Players,3,0
Creck80,12,19,2064,3,4,3,343,10,Amber,Loyal Customers,2,2
Critplank,36,1,1153,1,1,3,113,5,Green,Casual Players,1,0
CrunchyNapkin,4,3,150,4,2,2,422,8,Green,New,1,1
CryptOnXtaC,29,2,32000,1,2,4,124,7,Green,Casual Players,1,0
CrypticOne,11,1,1,3,1,1,311,5,Green,Casual Players,1,0
Cryptomaniac,2,9,2801,4,3,3,433,10,Green,Casual Players,1,0
Crystal_Meth,1,20,5313,4,4,3,443,11,Green,Loyal Customers,1,2
CuckedCanuck,24,1,237,2,1,2,212,5,Green,Casual Players,1,0
Cuddle123,3,1,100,4,1,1,411,6,Green,New,1,1
Culebro,25,24,7632,2,4,4,244,10,Red,Casual Players,3,0
Cumdumpster,5,2,25000,4,2,4,424,10,Green,New,1,1
Cured,12,1,2000,3,1,3,313,7,Green,Casual Players,1,0
CurlyFungus,38,5,20,1,3,1,131,5,Green,Casual Players,1,0
CurtisVL,23,34,335,2,4,2,242,8,Green,Casual Players,1,0
Cwalts,6,2,30000,3,2,4,324,9,Green,Casual Players,1,0
CyberBex,14,6,50782,3,3,4,334,10,Amber,Casual Players,2,0
Czarnuhhho,10,1,1000,3,1,3,313,7,Green,Casual Players,1,0
D4c4l0,2,2,70,4,2,1,421,7,Green,New,1,1
D4nie3,22,4,5015,2,3,3,233,8,Amber,Casual Players,2,0
DBL9D2P9CyH,34,1,500,1,1,2,112,4,Green,Casual Players,1,0
DCJU7,9,2,2500,3,2,3,323,8,Green,Casual Players,1,0
DCtool,40,1,2,1,1,1,111,3,Green,Casual Players,1,0
DDramario,26,2,638,2,2,2,222,6,Green,Casual Players,1,0
DELIK_33,6,8,49,3,3,1,331,7,Green,Casual Players,1,0
DONT_RAGE_BET,27,2,2514,2,2,3,223,7,Green,Casual Players,1,0
DPPD,20,1,300,2,1,2,212,5,Green,Casual Players,1,0
DPSKing,14,1,100,3,1,1,311,5,Green,Casual Players,1,0
DUMbl4,1,109,499,4,4,2,442,10,Green,Loyal Customers,1,2
Dacota,2,12,37634,4,4,4,444,12,Green,VIP,1,3
DaddiesStrats,16,3,207,2,2,2,222,6,Green,Casual Players,1,0
DadulxD,8,3,148,3,2,2,322,7,Green,Casual Players,1,0
Dafuentesman,9,21,2568,3,4,3,343,10,Amber,Loyal Customers,2,2
Daherro,7,1,1500,3,1,3,313,7,Green,Casual Players,1,0
Dalles,1,202,1193,4,4,3,443,11,Green,Loyal Customers,1,2
Damnit,1,1,500,4,1,2,412,7,Green,New,1,1
Dampyr,39,4,11219,1,3,4,134,8,Amber,Casual Players,2,0
DanBit74,11,4,450,3,3,2,332,8,Green,Casual Players,1,0
DanKar,18,2,32,2,2,1,221,5,Green,Casual Players,1,0
Danil008,8,16,89,3,4,1,341,8,Green,Loyal Customers,1,2
DankButterfly01,31,2,15,1,2,1,121,4,Green,Casual Players,1,0
Dapk26,1,1,30,4,1,1,411,6,Green,New,1,1
DarkSouls3,6,1,250,3,1,2,312,6,Green,Casual Players,1,0
Darkrai2206,37,2,52647,1,2,4,124,7,Green,Casual Players,1,0
Darkwin,9,1,658,3,1,2,312,6,Green,Casual Players,1,0
Darlingardo,27,13,1373,2,4,3,243,9,Amber,Casual Players,2,0
Daus74,25,2,290,2,2,2,222,6,Green,Casual Players,1,0
Daus82,26,11,11953,2,4,4,244,10,Red,Casual Players,3,0
DavyJones,26,2,58,2,2,1,221,5,Green,Casual Players,1,0
DawnOfTheDead,17,4,37,2,3,1,231,6,Green,Casual Players,1,0
Day21,30,1,50,1,1,1,111,3,Green,Casual Players,1,0
DeadNark,28,10,387,2,3,2,232,7,Green,Casual Players,1,0
DeathGun,11,1,100,3,1,1,311,5,Green,Casual Players,1,0
Debian192,37,26,2250,1,4,3,143,8,Amber,Casual Players,2,0
Decahedran,1,3,1002,4,2,3,423,9,Green,New,1,1
DedSec_Wrench,5,2,89,4,2,1,421,7,Green,New,1,1
Deepin,35,1,2,1,1,1,111,3,Green,Casual Players,1,0
Deepurple,1,4,3319,4,3,3,433,10,Green,Casual Players,1,0
Defence,10,2,23000,3,2,4,324,9,Green,Casual Players,1,0
Deimoos,26,25,3420,2,4,3,243,9,Amber,Casual Players,2,0
DekjU,13,4,471,3,3,2,332,8,Green,Casual Players,1,0
Delorian,2,10,965000,4,3,4,434,11,Green,Casual Players,1,0
Den4ik666,2,1,1,4,1,1,411,6,Green,New,1,1
DentedHarvey,1,2,40,4,2,1,421,7,Green,New,1,1
Dependable,1,1,2,4,1,1,411,6,Green,New,1,1
Deraj,14,3,10600,3,2,4,324,9,Green,Casual Players,1,0
Derik,31,7,854,1,3,2,132,6,Green,Casual Players,1,0
Devcon,2,24,10432,4,4,4,444,12,Green,VIP,1,3
Devi19,3,6,25,4,3,1,431,8,Green,Casual Players,1,0
Devil_S,31,4,2512,1,3,3,133,7,Amber,Casual Players,2,0
Devil_killer,8,1,4367,3,1,3,313,7,Green,Casual Players,1,0
Devkits,6,1,2,3,1,1,311,5,Green,Casual Players,1,0
Devonne,33,3,2708,1,2,3,123,6,Green,Casual Players,1,0
Dex,12,27,36372,3,4,4,344,11,Amber,Loyal Customers,2,2
Dheerajrawat,2,4,3272,4,3,3,433,10,Green,Casual Players,1,0
Dhie,32,1,25,1,1,1,111,3,Green,Casual Players,1,0
DiabloII,36,1,300,1,1,2,112,4,Green,Casual Players,1,0
DiceMaster74,1,52,52,4,4,1,441,9,Green,Loyal Customers,1,2
DickFaggot,10,1,15000,3,1,4,314,8,Green,Casual Players,1,0
Different,9,5,38005,3,3,4,334,10,Amber,Casual Players,2,0
Digity,7,1,500,3,1,2,312,6,Green,Casual Players,1,0
Dikatbi,9,1,40,3,1,1,311,5,Green,Casual Players,1,0
Dilip,40,1,49999,1,1,4,114,6,Green,Casual Players,1,0
Dim-Dim,39,1,5000,1,1,3,113,5,Green,Casual Players,1,0
Diskz,17,1,1000,2,1,3,213,6,Green,Casual Players,1,0
Dissee,3,3,21,4,2,1,421,7,Green,New,1,1
Dixxen1337,7,1,2638,3,1,3,313,7,Green,Casual Players,1,0
DjEsco,17,4,179,2,3,2,232,7,Green,Casual Players,1,0
Dlam,1,12,1075,4,4,3,443,11,Green,Loyal Customers,1,2
Dmitriu,11,2,40,3,2,1,321,6,Green,Casual Players,1,0
Do6ro,1,2,334,4,2,2,422,8,Green,New,1,1
Dolby,20,10,241,2,3,2,232,7,Green,Casual Players,1,0
DonVito,38,2,850,1,2,2,122,5,Green,Casual Players,1,0
Don_McNorth,31,5,21100,1,3,4,134,8,Amber,Casual Players,2,0
DonkeyHotty,5,1,8,4,1,1,411,6,Green,New,1,1
Donny14,1,7,11759,4,3,4,434,11,Green,Casual Players,1,0
DontBeSoStupid,18,1,2,2,1,1,211,4,Green,Casual Players,1,0
DontQQSoMuch,31,1,40,1,1,1,111,3,Green,Casual Players,1,0
DoppiaeSSe,16,1,1,2,1,1,211,4,Green,Casual Players,1,0
Doppuri,39,2,2654,1,2,3,123,6,Green,Casual Players,1,0
DoubleDutch,13,1,600,3,1,2,312,6,Green,Casual Players,1,0
DoubleIfLoss,17,1,50000,2,1,4,214,7,Green,Casual Players,1,0
Douglazzz,28,3,1550,2,2,3,223,7,Green,Casual Players,1,0
Dougpuocl,5,26,465,4,4,2,442,10,Green,Loyal Customers,1,2
DoxM3,38,1,1538,1,1,3,113,5,Green,Casual Players,1,0
DrClanRips,35,3,31,1,2,1,121,4,Green,Casual Players,1,0
DrClanScript,2,7,92991,4,3,4,434,11,Green,Casual Players,1,0
Dramacydal,3,14,1188517,4,4,4,444,12,Green,VIP,1,3
Drayz,25,1,30000,2,1,4,214,7,Green,Casual Players,1,0
Dreamsinreality,2,22,126491,4,4,4,444,12,Green,VIP,1,3
Drkin,38,2,385,1,2,2,122,5,Green,Casual Players,1,0
Dron334,5,4,4,4,3,1,431,8,Green,Casual Players,1,0
Dropshot,30,1,10000,1,1,4,114,6,Green,Casual Players,1,0
Drspice,13,2,60100,3,2,4,324,9,Green,Casual Players,1,0
Drugtank,14,1,60,3,1,1,311,5,Green,Casual Players,1,0
Dug,1,3,679,4,2,2,422,8,Green,New,1,1
Dungen,16,2,41,2,2,1,221,5,Green,Casual Players,1,0
DustinWpG,31,6,1773,1,3,3,133,7,Amber,Casual Players,2,0
EGG,40,2,308,1,2,2,122,5,Green,Casual Players,1,0
EasyToWin,37,6,10013,1,3,4,134,8,Amber,Casual Players,2,0
Ebenezer,20,17,1039,2,4,3,243,9,Amber,Casual Players,2,0
Ebony,8,2,202,3,2,2,322,7,Green,Casual Players,1,0
Ecz0tic,11,19,239180,3,4,4,344,11,Amber,Loyal Customers,2,2
Eddywan223,33,23,8049,1,4,4,144,9,Red,Casual Players,3,0
Eevee,30,1,1153,1,1,3,113,5,Green,Casual Players,1,0
Eggzies,4,3,7000,4,2,4,424,10,Green,New,1,1
Egorichek,21,1,10,2,1,1,211,4,Green,Casual Players,1,0
EightySix,41,1,23000,1,1,4,114,6,Green,Casual Players,1,0
Ekor4ik,38,1,6,1,1,1,111,3,Green,Casual Players,1,0
ElToredo,32,2,8,1,2,1,121,4,Green,Casual Players,1,0
ElToredoo,25,2,15,2,2,1,221,5,Green,Casual Players,1,0
ElToredooo,25,2,4,2,2,1,221,5,Green,Casual Players,1,0
ElectricBox,38,1,4,1,1,1,111,3,Green,Casual Players,1,0
Electrik,9,11,1777,3,4,3,343,10,Amber,Loyal Customers,2,2
ElenaV,1,87,1127,4,4,3,443,11,Green,Loyal Customers,1,2
Elfonzo1,1,1,10,4,1,1,411,6,Green,New,1,1
Elia155,11,2,1200,3,2,3,323,8,Green,Casual Players,1,0
Ell1,1,14,100,4,4,1,441,9,Green,Loyal Customers,1,2
Elnir,15,2,40,3,2,1,321,6,Green,Casual Players,1,0
Elrond2,23,4,21,2,3,1,231,6,Green,Casual Players,1,0
Emin,8,1,9290,3,1,4,314,8,Green,Casual Players,1,0
Enjoint,25,5,170,2,3,2,232,7,Green,Casual Players,1,0
EnotBX,6,1,200,3,1,2,312,6,Green,Casual Players,1,0
Entisburg,9,2,150,3,2,2,322,7,Green,Casual Players,1,0
Eryca,4,2,17700,4,2,4,424,10,Green,New,1,1
Escalade,1,68,6760,4,4,4,444,12,Green,VIP,1,3
Esorylee,38,1,200,1,1,2,112,4,Green,Casual Players,1,0
Estdely,10,6,3791,3,3,3,333,9,Amber,Casual Players,2,0
Etcshaman,1,20,75563,4,4,4,444,12,Green,VIP,1,3
Etki,20,4,1172,2,3,3,233,8,Amber,Casual Players,2,0
Euge,35,1,491,1,1,2,112,4,Green,Casual Players,1,0
EvgenVin,3,2,18,4,2,1,421,7,Green,New,1,1
Evgeny_26,31,4,37369,1,3,4,134,8,Amber,Casual Players,2,0
Evil_Carrot,23,11,503,2,4,2,242,8,Green,Casual Players,1,0
Ewgen,1,6,4243,4,3,3,433,10,Green,Casual Players,1,0
Eye_For_Eye,28,1,909,2,1,3,213,6,Green,Casual Players,1,0
Ezvy,12,1,769,3,1,2,312,6,Green,Casual Players,1,0
FC_Barcelona,1,38,8415,4,4,4,444,12,Green,VIP,1,3
FDimarin,31,1,1,1,1,1,111,3,Green,Casual Players,1,0
FFdm_64,2,47,1301,4,4,3,443,11,Green,Loyal Customers,1,2
FFsSponge,23,13,10261,2,4,4,244,10,Red,Casual Players,3,0
FGH,40,2,12,1,2,1,121,4,Green,Casual Players,1,0
FLOYDMONEY,5,10,862,4,3,2,432,9,Green,Casual Players,1,0
FOREX33,29,2,29,1,2,1,121,4,Green,Casual Players,1,0
FORTUNERED,5,1,1400,4,1,3,413,8,Green,New,1,1
FRIENDSTOCKFISH,31,3,127960,1,2,4,124,7,Green,Casual Players,1,0
FU_LUCK,25,1,4000,2,1,3,213,6,Green,Casual Players,1,0
Fabio93,17,6,6863,2,3,4,234,9,Amber,Casual Players,2,0
Faintechos,9,15,139,3,4,2,342,9,Green,Loyal Customers,1,2
Fair,4,10,3571,4,3,3,433,10,Green,Casual Players,1,0
Fair2,18,3,14,2,2,1,221,5,Green,Casual Players,1,0
Fairy,31,1,150,1,1,2,112,4,Green,Casual Players,1,0
Fakeedge,19,2,27000,2,2,4,224,8,Green,Casual Players,1,0
Faker68,29,1,1000,1,1,3,113,5,Green,Casual Players,1,0
Farelyce,10,4,5204,3,3,3,333,9,Amber,Casual Players,2,0
Fargal,7,4,8,3,3,1,331,7,Green,Casual Players,1,0
Farimets,1,77,160747,4,4,4,444,12,Green,VIP,1,3
Farxod,29,3,512,1,2,2,122,5,Green,Casual Players,1,0
Fat_Shady,2,3,180000,4,2,4,424,10,Green,New,1,1
Fed76,5,2,130,4,2,2,422,8,Green,New,1,1
FeelTheBurn,3,1,622,4,1,2,412,7,Green,New,1,1
Felix,16,11,22200,2,4,4,244,10,Red,Casual Players,3,0
Felix678german,7,5,720,3,3,2,332,8,Green,Casual Players,1,0
Ferreck,8,119,2187,3,4,3,343,10,Amber,Loyal Customers,2,2
Filbert,33,2,525,1,2,2,122,5,Green,Casual Players,1,0
Fille,14,1,50,3,1,1,311,5,Green,Casual Players,1,0
Filli,16,4,191,2,3,2,232,7,Green,Casual Players,1,0
FinlayDaG33k,3,5,36,4,3,1,431,8,Green,Casual Players,1,0
FirstAidKit,29,1,1153,1,1,3,113,5,Green,Casual Players,1,0
Fistsworn2,40,1,1250,1,1,3,113,5,Green,Casual Players,1,0
Fitzy,37,1,1000,1,1,3,113,5,Green,Casual Players,1,0
FknJw,30,1,2,1,1,1,111,3,Green,Casual Players,1,0
Flamrow,9,4,27,3,3,1,331,7,Green,Casual Players,1,0
FlatbushZ213,7,3,8,3,2,1,321,6,Green,Casual Players,1,0
Fliker,8,16,289,3,4,2,342,9,Green,Loyal Customers,1,2
Floris27102002,5,1,4,4,1,1,411,6,Green,New,1,1
Flouns1,41,2,604,1,2,2,122,5,Green,Casual Players,1,0
FlowerPup,1,3,11278,4,2,4,424,10,Green,New,1,1
Floyd,16,2,7394,2,2,4,224,8,Green,Casual Players,1,0
Flying_Zipper,9,6,253,3,3,2,332,8,Green,Casual Players,1,0
Foe,10,1,200,3,1,2,312,6,Green,Casual Players,1,0
FokJulleNaaiers,17,1,4000,2,1,3,213,6,Green,Casual Players,1,0
ForMyGirlfriend,14,1,6800,3,1,4,314,8,Green,Casual Players,1,0
Forcefulchaos,34,16,75,1,4,1,141,6,Green,Casual Players,1,0
ForestGump,33,1,400,1,1,2,112,4,Green,Casual Players,1,0
Fossil1554,26,8,668,2,3,2,232,7,Green,Casual Players,1,0
Fossil1555,25,2,47,2,2,1,221,5,Green,Casual Players,1,0
Fournier,26,1,12,2,1,1,211,4,Green,Casual Players,1,0
FratStar89,3,10,919,4,3,3,433,10,Green,Casual Players,1,0
Fratstar,31,8,1436,1,3,3,133,7,Amber,Casual Players,2,0
FreakFruit,7,55,2647,3,4,3,343,10,Amber,Loyal Customers,2,2
FreakfruitPrime,13,1,78,3,1,1,311,5,Green,Casual Players,1,0
FreakinRollins,31,1,2,1,1,1,111,3,Green,Casual Players,1,0
FreeFaucet,37,1,65,1,1,1,111,3,Green,Casual Players,1,0
FreeX,39,2,200,1,2,2,122,5,Green,Casual Players,1,0
Freenope,7,3,539,3,2,2,322,7,Green,Casual Players,1,0
Freres,25,1,300,2,1,2,212,5,Green,Casual Players,1,0
FreshStart,23,9,1501,2,3,3,233,8,Amber,Casual Players,2,0
FreshWin,29,1,2222,1,1,3,113,5,Green,Casual Players,1,0
Fucklo,21,2,10000,2,2,4,224,8,Green,Casual Players,1,0
Funtela,3,1,800,4,1,2,412,7,Green,New,1,1
GB_SHIFT,28,1,1000,2,1,3,213,6,Green,Casual Players,1,0
GEORGEGEORGIA,1,17,1759,4,4,3,443,11,Green,Loyal Customers,1,2
GHGF,1,8,89,4,3,1,431,8,Green,Casual Players,1,0
GIMME_THAT_MONEY,18,6,125,2,3,2,232,7,Green,Casual Players,1,0
GK86,15,18,346,3,4,2,342,9,Green,Loyal Customers,1,2
GOLOJO,2,14,4235,4,4,3,443,11,Green,Loyal Customers,1,2
GPL89,32,2,975000,1,2,4,124,7,Green,Casual Players,1,0
GPL_V2,3,3,882086,4,2,4,424,10,Green,New,1,1
GUDUNIK,2,2,107,4,2,2,422,8,Green,New,1,1
GaFN,23,1,1000,2,1,3,213,6,Green,Casual Players,1,0
GabbarSingh,36,2,66,1,2,1,121,4,Green,Casual Players,1,0
Gabryciarm,7,147,37269,3,4,4,344,11,Amber,Loyal Customers,2,2
Gachi,30,12,428,1,4,2,142,7,Green,Casual Players,1,0
GalaxyBoom7,27,38,37100,2,4,4,244,10,Red,Casual Players,3,0
Gametheplay,26,2,57,2,2,1,221,5,Green,Casual Players,1,0
Gangsters,25,1,50000,2,1,4,214,7,Green,Casual Players,1,0
GanjaMan,17,4,60214,2,3,4,234,9,Amber,Casual Players,2,0
Gannicus,5,28,2561,4,4,3,443,11,Green,Loyal Customers,1,2
Gargus,1,55,520,4,4,2,442,10,Green,Loyal Customers,1,2
Gashi007,34,6,557,1,3,2,132,6,Green,Casual Players,1,0
GeForce,27,2,280080,2,2,4,224,8,Green,Casual Players,1,0
GekkeSmurf,24,1,2909,2,1,3,213,6,Green,Casual Players,1,0
Gender,16,1,1500,2,1,3,213,6,Green,Casual Players,1,0
GenericUsername,1,1,10,4,1,1,411,6,Green,New,1,1
Genesiss,37,27,1505,1,4,3,143,8,Amber,Casual Players,2,0
Georgie1,14,25,8231,3,4,4,344,11,Amber,Loyal Customers,2,2
Gerald_23,26,1,5,2,1,1,211,4,Green,Casual Players,1,0
GetRichQuick,21,4,1254,2,3,3,233,8,Amber,Casual Players,2,0
GettinBands,32,2,850,1,2,2,122,5,Green,Casual Players,1,0
GhengisTron,2,3,2500,4,2,3,423,9,Green,New,1,1
Ghetto,6,2,4000,3,2,3,323,8,Green,Casual Players,1,0
Ghettoweed,2,1,3000,4,1,3,413,8,Green,New,1,1
Ghii,23,1,15,2,1,1,211,4,Green,Casual Players,1,0
Ghostbuster,39,1,100,1,1,1,111,3,Green,Casual Players,1,0
Ghostbystive,2,10,87,4,3,1,431,8,Green,Casual Players,1,0
Gianghi79,2,32,10697,4,4,4,444,12,Green,VIP,1,3
Gigantokok,7,2,6,3,2,1,321,6,Green,Casual Players,1,0
Gillyp16,11,1,900,3,1,3,313,7,Green,Casual Players,1,0
GioMilan,10,11,77017,3,4,4,344,11,Amber,Loyal Customers,2,2
Giovanni912,37,28,2940,1,4,3,143,8,Amber,Casual Players,2,0
Gitarugas,1,29,60,4,4,1,441,9,Green,Loyal Customers,1,2
Glory,34,1,4000,1,1,3,113,5,Green,Casual Players,1,0
Gloryallowed,22,6,33028,2,3,4,234,9,Amber,Casual Players,2,0
Gmoney,19,1,492,2,1,2,212,5,Green,Casual Players,1,0
Gnarllysheen,1,18,3011,4,4,3,443,11,Green,Loyal Customers,1,2
GoHard-,27,2,22333,2,2,4,224,8,Green,Casual Players,1,0
Gocarlo,3,8,3120,4,3,3,433,10,Green,Casual Players,1,0
Godisone,14,12,1946,3,4,3,343,10,Amber,Loyal Customers,2,2
GoinBrokeNow,15,1,53,3,1,1,311,5,Green,Casual Players,1,0
Gol_Lura,17,54,197,2,4,2,242,8,Green,Casual Players,1,0
GoldenJE,17,2,2000,2,2,3,223,7,Green,Casual Players,1,0
GoldenWrapper,12,10,2041,3,3,3,333,9,Amber,Casual Players,2,0
Goldiedog123,36,3,269,1,2,2,122,5,Green,Casual Players,1,0
Good21,18,1,1000,2,1,3,213,6,Green,Casual Players,1,0
GoodDay30,36,1,50,1,1,1,111,3,Green,Casual Players,1,0
GordanFreman,1,57,1335,4,4,3,443,11,Green,Loyal Customers,1,2
Gorox,33,1,1,1,1,1,111,3,Green,Casual Players,1,0
Govard777,1,9,828,4,3,2,432,9,Green,Casual Players,1,0
Gr33n,6,29,20318,3,4,4,344,11,Amber,Loyal Customers,2,2
GrannyWasher,28,23,206115,2,4,4,244,10,Red,Casual Players,3,0
GrantAWish,1,77,106127,4,4,4,444,12,Green,VIP,1,3
GravityB,41,1,23,1,1,1,111,3,Green,Casual Players,1,0
Great88,34,12,1011,1,4,3,143,8,Amber,Casual Players,2,0
Greedyman,1,80,17487,4,4,4,444,12,Green,VIP,1,3
GreenSniper,38,13,4430,1,4,3,143,8,Amber,Casual Players,2,0
Gregor1y,30,3,320,1,2,2,122,5,Green,Casual Players,1,0
Grek_7,27,5,320,2,3,2,232,7,Green,Casual Players,1,0
Greyssb,38,16,666,1,4,2,142,7,Green,Casual Players,1,0
Grimby,36,1,200,1,1,2,112,4,Green,Casual Players,1,0
Grinding,6,26,848,3,4,2,342,9,Green,Loyal Customers,1,2
Grischka2016,10,7,319,3,3,2,332,8,Green,Casual Players,1,0
GromHay988,7,1,38,3,1,1,311,5,Green,Casual Players,1,0
Guardian,10,4,97,3,3,1,331,7,Green,Casual Players,1,0
GucciGang,31,1,150000,1,1,4,114,6,Green,Casual Players,1,0
Guiton64,8,2,4,3,2,1,321,6,Green,Casual Players,1,0
Gun,35,1,1000,1,1,3,113,5,Green,Casual Players,1,0
Gurbie123,7,2,4,3,2,1,321,6,Green,Casual Players,1,0
Gusenkov,27,1,2,2,1,1,211,4,Green,Casual Players,1,0
H3ndr2,3,27,178350,4,4,4,444,12,Green,VIP,1,3
HARIWON,18,3,118,2,2,2,222,6,Green,Casual Players,1,0
HD2020,1,45,1152,4,4,3,443,11,Green,Loyal Customers,1,2
HD2021,5,11,50,4,4,1,441,9,Green,Loyal Customers,1,2
HHEex-Oa-ZYR,1,9,31910,4,3,4,434,11,Green,Casual Players,1,0
HMLol,18,1,300,2,1,2,212,5,Green,Casual Players,1,0
HONGPHUONG,17,1,757,2,1,2,212,5,Green,Casual Players,1,0
HP9,3,1,75,4,1,1,411,6,Green,New,1,1
Haddexx,12,1,50,3,1,1,311,5,Green,Casual Players,1,0
Hakimov,7,11,1005,3,4,3,343,10,Amber,Loyal Customers,2,2
HakonuTeJIb,22,24,124,2,4,2,242,8,Green,Casual Players,1,0
HalfMoon,10,10,4592,3,3,3,333,9,Amber,Casual Players,2,0
Halloween,38,5,227,1,3,2,132,6,Green,Casual Players,1,0
HammerThyme,13,3,300,3,2,2,322,7,Green,Casual Players,1,0
Hamtaro,8,1,314,3,1,2,312,6,Green,Casual Players,1,0
Hamza1234,4,34,47567,4,4,4,444,12,Green,VIP,1,3
HandiApp,15,3,80,3,2,1,321,6,Green,Casual Players,1,0
Hansbald,1,1,1,4,1,1,411,6,Green,New,1,1
Hansbi,18,1,40000,2,1,4,214,7,Green,Casual Players,1,0
Happy_Sunday_All,28,1,29,2,1,1,211,4,Green,Casual Players,1,0
HarambeisBae,18,1,1,2,1,1,211,4,Green,Casual Players,1,0
HardMetall,5,2,201,4,2,2,422,8,Green,New,1,1
Hardah,16,9,640,2,3,2,232,7,Green,Casual Players,1,0
Hardah1,17,2,252,2,2,2,222,6,Green,Casual Players,1,0
Haverchuk,1,20,347,4,4,2,442,10,Green,Loyal Customers,1,2
Heinekens,7,3,919,3,2,3,323,8,Green,Casual Players,1,0
Heldermatias,40,2,6,1,2,1,121,4,Green,Casual Players,1,0
Hemm99,35,1,600,1,1,2,112,4,Green,Casual Players,1,0
Hera,20,1,3000,2,1,3,213,6,Green,Casual Players,1,0
Hermes,1,5,10029,4,3,4,434,11,Green,Casual Players,1,0
Hermes14,31,15,63,1,4,1,141,6,Green,Casual Players,1,0
Herurg,2,8,166,4,3,2,432,9,Green,Casual Players,1,0
HexyeBo,8,4,6,3,3,1,331,7,Green,Casual Players,1,0
HiCameron,6,3,300,3,2,2,322,7,Green,Casual Players,1,0
HielkePrins14,1,7,2891,4,3,3,433,10,Green,Casual Players,1,0
HielkePrins3,25,1,1,2,1,1,211,4,Green,Casual Players,1,0
Higens,2,1,1,4,1,1,411,6,Green,New,1,1
High,29,1,104,1,1,2,112,4,Green,Casual Players,1,0
Hina,3,1,200,4,1,2,412,7,Green,New,1,1
Hitagi,4,1,8,4,1,1,411,6,Green,New,1,1
Hoang6789,1,1,5000,4,1,3,413,8,Green,New,1,1
Hoangthien68,1,108,105948,4,4,4,444,12,Green,VIP,1,3
Hodgy,6,14,1358,3,4,3,343,10,Amber,Loyal Customers,2,2
Hook80,33,50,23813,1,4,4,144,9,Red,Casual Players,3,0
HopeisLost,29,1,4000,1,1,3,113,5,Green,Casual Players,1,0
Hornissenlord,21,8,2775,2,3,3,233,8,Amber,Casual Players,2,0
Host,1,52,21442,4,4,4,444,12,Green,VIP,1,3
Hostile,16,12,4300,2,4,3,243,9,Amber,Casual Players,2,0
Hotbit,12,1,4300,3,1,3,313,7,Green,Casual Players,1,0
How,12,3,1135,3,2,3,323,8,Green,Casual Players,1,0
Htaz9fncaMF,26,25,32146,2,4,4,244,10,Red,Casual Players,3,0
Hudeny,5,7,116,4,3,2,432,9,Green,Casual Players,1,0
Hummba,15,48,592,3,4,2,342,9,Green,Loyal Customers,1,2
Humo,26,1,396,2,1,2,212,5,Green,Casual Players,1,0
HundredBlunts,2,1,1000,4,1,3,413,8,Green,New,1,1
Hurricane,9,30,367,3,4,2,342,9,Green,Loyal Customers,1,2
Hurryup87,30,4,10100,1,3,4,134,8,Amber,Casual Players,2,0
Huynhhuy9x,1,8,1370,4,3,3,433,10,Green,Casual Players,1,0
Hyy,18,1,2,2,1,1,211,4,Green,Casual Players,1,0
HyzerBomb,29,22,501,1,4,2,142,7,Green,Casual Players,1,0
I1oose,24,2,131,2,2,2,222,6,Green,Casual Players,1,0
